product_name,price_per_kg,units_shipped_kg,units_sold_kg,units_on_hand_kg,supplier,farm_location,sale_date,sales_growth,product_id_09728c35-ae6c-4ac6-a7b4-eff32b3574c3,product_id_0985f295-bb82-484f-9cab-76637e8e8bdb,product_id_0bd5bf2b-be0a-4ba0-aa92-059021b169e3,product_id_0fe0ab3f-d8b0-4134-ac3b-0b3c39af304c,product_id_10a2bd80-7c0e-4d7c-b26a-5dc5dbe2b4cf,product_id_1c48eb53-85bc-4b76-92ef-97d240a8a227,product_id_28f45387-03b8-48f9-b67c-d921d29f60b6,product_id_3b5d009c-ae38-4a53-9c94-f1853d67f882,product_id_3b87981b-375b-494a-9b11-00bf7144143a,product_id_403d5331-41ba-4a1a-86d2-e1599b965c1b,product_id_4a0f8862-c851-4073-bc17-3a3d93834902,product_id_57ad2178-9598-4981-b0f7-78a91162821e,product_id_5feb3ab1-f866-4401-b84a-d4d4d6168c8f,product_id_6c8adfc3-2114-4b78-a3e2-2269a6a0dc02,product_id_7ba3ccef-363a-40c5-9bbd-a451068846c5,product_id_857e56ee-a962-479e-99f0-983999e858bd,product_id_8a279b7d-f76f-44c1-8df6-e7db17a391d6,product_id_8dc0c292-d59b-4692-bcc4-2003c0177ea7,product_id_8e1653f9-1b33-405a-b4d8-2cb0af5a59eb,product_id_921530a1-c4d1-4e94-b8ad-11f6fbcc4fca,product_id_9bb2d8db-a7ac-4d40-9d3c-0c96cafe7153,product_id_b12c721e-8301-4b08-8ac3-d435be9b8b32,product_id_be996df6-1780-4352-8b7d-1f927279aa49,product_id_c0e9f888-f1d2-4b5b-a6e9-3c349f68aed0,product_id_c81f400e-c19f-417f-99fb-039a19506e85,product_id_dd7f2ac0-a03a-487d-bf43-96d8415c3a60,product_id_e96370a4-5a1b-4ad6-bfd0-c8bd9d40ee3d,product_id_f0fa3446-1398-417a-bda7-de131121a15b,category_Dairy,category_Fruits,category_Grains,category_Livestock,category_Vegetables
Bananas,1.26,18961,4732,14229,Orchard Lane Farms,"Swiftstad, AZ",2022-02-12,0.191253738582168,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cheese,9.28,9074,4316,4758,Dairyland Co-op,"South Jaydaboro, WV",2022-07-10,0.3033241970623375,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Strawberries,4.92,9792,7756,2036,Golden Orchards,"Port Theamouth, VA",2023-11-25,1.630096679277007,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Grapes,3.5,27031,7912,19119,Orchard Lane Farms,"South Garnett, WA",2022-02-18,3.8860510805500983,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Peaches,3.23,17036,9851,7185,Citrus World Inc.,"Carmichael, IA",2023-05-06,0.515246613316596,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Potatoes,0.75,22774,7908,14866,Fresh Harvest Co.,"North Kathrynboro, GA",2022-11-17,1.1006263048016702,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Oats,0.96,6906,1369,5537,Farmers Grain Union,"Geraldboro, CT",2022-08-07,0.09208933136015068,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Peppers,2.02,24221,715,23506,Sunrise Agriculture,"Gaithersburg, ID",2022-08-02,0.12913129853711397,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Potatoes,0.85,15237,9868,5369,Fresh Harvest Co.,"Belleville, OK",2022-04-27,0.4198077086701268,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Rice,0.85,44012,13204,30808,Golden Harvest Agriculture,"Conroe, NJ",2023-07-07,2.4593034084559506,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Oranges,2.64,46057,22179,23878,Berry Fields,"Austenport, NY",2023-01-04,0.7199104128797715,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Onions,0.99,37776,21168,16608,Green Valley Farms,"Tannerhaven, RI",2023-11-27,0.8865064075718234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Chicken,3.36,29746,13530,16216,Country Fresh Meats,"Pasco, AL",2023-06-15,0.8146676300578035,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Beef,9.88,18581,2776,15805,Prime Meats LLC,"Paucekfield, OR",2022-04-15,0.17118894918598915,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Tomatoes,2.13,43349,19614,23735,Green Valley Farms,"Toledo, MO",2022-09-24,1.2409996836444164,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Lamb,11.07,40084,34544,5540,Prime Meats LLC,"West Kailynside, IL",2023-06-10,1.4554034126816937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Grapes,4.76,20749,6663,14086,Golden Orchards,"South Rey, NH",2022-08-27,1.2027075812274368,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Barley,0.77,47192,37567,9625,Organic Grain Collective,"Eau Claire, IA",2022-01-14,2.666974300724123,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Tomatoes,2.04,14557,5948,8609,Nature's Best Produce,"South San Francisco, MO",2022-10-28,0.617974025974026,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Lamb,10.7,43299,7699,35600,Prime Meats LLC,"Birmingham, OK",2022-09-15,0.894296666279475,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Onions,1.04,15731,6108,9623,Nature's Best Produce,"South Albastad, NC",2022-11-07,0.17157303370786517,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Beef,9.63,9252,3150,6102,Country Fresh Meats,"Moshehaven, PA",2023-08-14,0.3273407461290658,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Rice,0.95,46454,7124,39330,Farmers Grain Union,"Dooleyville, AK",2023-07-08,1.1674860701409373,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Apples,3.34,2632,1143,1489,Citrus World Inc.,"East Tristianfield, IL",2023-01-26,0.029061784897025173,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Beef,11.38,25317,8176,17141,Country Fresh Meats,"New Leif, WA",2022-06-13,5.490933512424446,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Blueberries,5.82,8990,3484,5506,Citrus World Inc.,"Zboncakport, PA",2022-07-02,0.20325535266320519,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Butter,4.2,49287,11127,38160,Dairyland Co-op,"East Celestinoville, NC",2022-08-27,2.0208863058481654,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Lettuce,1.18,38174,4733,33441,Sunrise Agriculture,"Port Scottyburgh, VT",2022-07-29,0.12403039832285115,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Beef,9.48,14695,1892,12803,Country Fresh Meats,"Jeffryton, TN",2022-06-09,0.05657725546484854,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Chicken,3.08,44062,42880,1182,Ranchers Pride,"South Vivien, VA",2023-09-06,3.3492150277278765,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Carrots,1.03,47191,6101,41090,Fresh Harvest Co.,"Lake Mauricioborough, DE",2023-07-07,5.161590524534687,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Grapes,3.96,17821,9104,8717,Citrus World Inc.,"New Patienceside, TN",2022-10-06,0.22156242394743247,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Peppers,1.99,28095,19332,8763,Green Valley Farms,"East Yadira, WA",2022-09-01,2.2177354594470575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Grapes,3.2,10089,1341,8748,Golden Orchards,"Port Marlee, NJ",2023-03-20,0.1530297843204382,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Grapes,4.45,32169,22164,10005,Orchard Lane Farms,"Schneiderfort, IN",2022-06-07,2.53360768175583,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Pork,5.87,12720,9533,3187,Ranchers Pride,"Michellemouth, RI",2023-06-17,0.9528235882058971,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Rye,0.98,24494,7116,17378,Golden Harvest Agriculture,"North Brianaworth, MA",2022-06-08,2.232820834640728,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Rye,0.78,20593,2584,18009,Midwest Grains Co.,"Jonatanside, IL",2023-08-16,0.14869375071930027,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Cabbage,0.71,4490,515,3975,Sunrise Agriculture,"Fort Chelseafort, IA",2022-04-15,0.028596812704758733,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Yogurt,3.31,16722,5300,11422,Fresh Dairy Farms,"South Ruthie, NY",2023-12-31,1.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Milk,1.23,42335,26441,15894,Dairyland Co-op,"New Randalbury, HI",2022-05-27,2.314918578182455,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Butter,4.6,30899,8118,22781,Fresh Dairy Farms,"Trystanton, ME",2022-12-10,0.5107587768969423,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
Potatoes,0.69,47105,35315,11790,Fresh Harvest Co.,"Palm Coast, ND",2023-07-10,1.550195338220447,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Lamb,12.32,43940,1721,42219,Prime Meats LLC,"Lake Evalynfort, WA",2023-03-25,0.14597116200169635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Barley,0.63,48726,13726,35000,Organic Grain Collective,"West Vinniechester, ID",2022-01-06,0.32511428503754236,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Bananas,1.4,49340,36355,12985,Citrus World Inc.,"Sunrise Manor, KS",2022-07-20,1.0387142857142857,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Chicken,3.35,9847,5670,4177,Organic Meats Co.,"Langworthbury, MD",2022-10-29,0.4366576819407008,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Chicken,2.46,20226,8828,11398,Organic Meats Co.,"Reneworth, MN",2022-08-28,2.1134785731386163,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Blueberries,5.36,4122,377,3745,Golden Orchards,"Rhiannonfield, AK",2022-12-13,0.033075978241796804,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bananas,1.64,21765,16174,5591,Orchard Lane Farms,"Brandon, VA",2022-11-06,4.318825100133512,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Milk,1.13,11150,6769,4381,Happy Cows Dairy,"Savionstead, HI",2023-12-30,1.210695761044536,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Oats,0.78,44233,36235,7998,Golden Harvest Agriculture,"Zariaton, RI",2023-07-21,8.270942707144487,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Pork,6.41,24007,11294,12713,Country Fresh Meats,"East Brent, AZ",2023-04-16,1.412103025756439,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Tomatoes,2.35,45984,40513,5471,Nature's Best Produce,"Rowehaven, IN",2023-10-02,3.18673798474003,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Chicken,2.82,28245,914,27331,Organic Meats Co.,"Jerdeland, FL",2022-02-16,0.16706269420581246,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Chicken,3.34,27229,24111,3118,Prime Meats LLC,"Port Madiestad, WV",2022-03-08,0.8821850645786835,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Milk,1.4,32554,26288,6266,Dairyland Co-op,"Schmidtfurt, WV",2023-07-26,8.431045542014111,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Pork,6.64,18849,10503,8346,Organic Meats Co.,"New Laurie, NJ",2022-05-27,1.6761889562719439,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Yogurt,2.6,44957,4573,40384,Organic Valley,"West Karianne, CA",2023-04-27,0.547927150730889,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Wheat,0.42,47944,5320,42624,Farmers Grain Union,"Joplin, DE",2022-02-18,0.1317353407290016,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Cabbage,0.86,14187,3525,10662,Fresh Harvest Co.,"New Lulu, AZ",2023-03-30,0.08269988738738739,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Beef,10.76,1303,880,423,Organic Meats Co.,"Marksside, WY",2022-01-11,0.08253610954792721,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Cabbage,0.79,7771,4815,2956,Green Valley Farms,"Hartford, PA",2022-09-22,11.382978723404255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Blueberries,7.07,1951,79,1872,Berry Fields,"North Cristobal, LA",2022-07-24,0.02672530446549391,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cabbage,0.76,12490,12392,98,Sunrise Agriculture,"Watsicaborough, CO",2023-07-17,6.619658119658119,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Peaches,3.79,37079,5470,31609,Citrus World Inc.,"Port Pinkland, NH",2023-06-12,55.816326530612244,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Blueberries,4.99,12844,11850,994,Golden Orchards,"Trantowboro, WV",2022-10-08,0.3748932266126736,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Strawberries,5.27,15920,10445,5475,Citrus World Inc.,"Quitzonmouth, AZ",2022-03-29,10.508048289738431,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cheese,7.5,19508,15887,3621,Organic Valley,"New Kyleton, AL",2022-07-30,2.9017351598173518,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Lettuce,1.0,34490,34241,249,Nature's Best Produce,"Lake Vivian, WA",2022-08-02,9.456227561447115,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Peaches,4.16,28087,6527,21560,Orchard Lane Farms,"Lake Evan, MN",2023-11-28,26.21285140562249,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Onions,1.19,14915,9042,5873,Sunrise Agriculture,"Marciaburgh, NY",2022-06-08,0.4193877551020408,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Blueberries,6.75,40541,21461,19080,Orchard Lane Farms,"Cristview, ME",2022-02-27,3.6541801464328283,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Rye,1.0,12139,3132,9007,Golden Harvest Agriculture,"Turcotteburgh, FL",2022-01-31,0.1641509433962264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Oats,0.86,19277,1138,18139,Midwest Grains Co.,"Schultzmouth, DE",2023-02-24,0.12634617519706895,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Yogurt,3.2,26621,19692,6929,Fresh Dairy Farms,"South Ayanaville, NJ",2023-04-01,1.0856166271569547,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Beef,11.65,40118,24975,15143,Country Fresh Meats,"Nienowfort, IA",2022-07-16,3.6044162216770097,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Rice,1.02,12067,11977,90,Farmers Grain Union,"West Yvette, SD",2022-12-28,0.7909265006933897,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Wheat,0.57,40803,6039,34764,Golden Harvest Agriculture,"North Roderick, TX",2022-03-21,67.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Cabbage,0.66,1735,43,1692,Green Valley Farms,"San Jacinto, AZ",2022-11-10,0.001236911747785065,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Chicken,3.0,18231,16921,1310,Organic Meats Co.,"Port Marques, WV",2022-05-05,10.000591016548464,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Milk,1.07,7216,1866,5350,Fresh Dairy Farms,"Gainesville, OK",2022-12-26,1.4244274809160304,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Onions,0.88,10417,1404,9013,Green Valley Farms,"Leannonfield, WY",2022-03-09,0.26242990654205606,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Potatoes,0.95,46403,3153,43250,Fresh Harvest Co.,"South Mittie, NE",2022-09-19,0.3498280261844003,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Oats,0.69,5473,3568,1905,Golden Harvest Agriculture,"Lake Elenafort, MD",2022-05-13,0.0824971098265896,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Chicken,2.72,20005,3663,16342,Prime Meats LLC,"San Buenaventura (Ventura), ID",2023-07-19,1.9228346456692913,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Strawberries,4.73,1821,408,1413,Citrus World Inc.,"Jessycashire, ND",2022-04-05,0.024966344388691716,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Rice,1.07,32429,16497,15932,Farmers Grain Union,"North Benniefield, MO",2023-03-12,11.67515923566879,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Cabbage,0.69,21834,16358,5476,Sunrise Agriculture,"Fort Summershire, AZ",2023-03-21,1.0267386392166709,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Pork,7.14,29914,6539,23375,Prime Meats LLC,"Gusikowskifort, KS",2023-03-29,1.1941197954711469,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Corn,0.7,9633,1996,7637,Midwest Grains Co.,"Pocatello, WA",2022-08-20,0.0853903743315508,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Apples,3.5,27542,25977,1565,Berry Fields,"Olaffort, TN",2023-09-23,3.4014665444546286,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Oats,0.71,9502,350,9152,Organic Grain Collective,"Uptonside, AL",2023-08-25,0.22364217252396165,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Oats,0.94,41950,34342,7608,Golden Harvest Agriculture,"Rydercester, NE",2023-07-26,3.7524038461538463,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Lettuce,1.09,2364,787,1577,Green Valley Farms,"East Filiberto, MT",2022-02-16,0.10344374342797055,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Apples,2.77,47502,46752,750,Orchard Lane Farms,"Lake Jaylin, NY",2023-12-06,29.646163601775523,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Carrots,1.04,2466,2341,125,Green Valley Farms,"Columbia, UT",2022-08-06,3.1213333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Yogurt,2.59,10888,2395,8493,Organic Valley,"Port Verla, CA",2022-05-02,19.16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Blueberries,6.04,3241,1966,1275,Golden Orchards,"Clarksville, ND",2022-07-14,0.23148475214882844,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Milk,1.25,43841,14254,29587,Organic Valley,"Einarchester, NC",2022-02-22,11.179607843137255,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Lettuce,0.91,21202,12872,8330,Green Valley Farms,"Bogisichcester, VT",2022-11-29,0.4350559367289688,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Rye,0.96,12624,6098,6526,Golden Harvest Agriculture,"South Katelyn, NV",2022-11-05,0.7320528211284514,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Cheese,9.2,37213,31711,5502,Happy Cows Dairy,"Leschboro, NC",2023-03-13,4.859178669935642,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Oats,0.88,29959,4805,25154,Farmers Grain Union,"Walterfort, HI",2023-06-30,0.8733187931661214,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Tomatoes,2.32,18966,1265,17701,Fresh Harvest Co.,"Provo, MS",2022-01-02,0.050290212292279556,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Rice,1.1,13861,3719,10142,Organic Grain Collective,"Vivianeside, MT",2022-11-29,0.21010112423026947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Tomatoes,2.16,41917,39464,2453,Nature's Best Produce,"Kertzmanntown, NJ",2022-02-09,3.8911457306251234,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
